EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit
3551760903355,Kit de raccordement,B8512700,Kit Raccord pour poêle - Ø80mm/tubage Ø100mm - avec plaque 40x40cm - noir. Ce kit assure une connexion optimale entre le tuyau simple paroi et le flexible de tubage pour une installation efficace et durable.,Joncoux,Kit Raccord pour poêle - Ø80mm/tubage Ø100mm - avec plaque 40x40cm - noir - Joncoux,138.24,jon-90335,N/A,https://www.centrale-brico.com/joncoux-kit-raccord-pour-poele-80mmtubage-100mm-avec-plaque-40x40cm-noir-b8512700
3551766411502,Tubage flexible,B8539500,"Le conduit semi-rigide en aluminium, obtenu par agrafage en spirale d'un feuillard ondulé, est conçu pour les systèmes de ventilation. Ce conduit est incombustible, avec un classement feu A1, assurant une sécurité optimale. Livré compressé en vrac ou sous film plastique avec une languette de suspension, il a une longueur de 3 mètre et un diamètre de 150 mm.",Joncoux,Flexible de ventilation - longueur 3M - diamètre 150 mm - EMB - Joncoux,53.72,jon-641150,N/A,https://www.centrale-brico.com/joncoux-flexible-de-ventilation-longueur-3m-diametre-150-mm-emb-b8539500
3551766411250,Tubage flexible,B8539400,"Le conduit semi-rigide en aluminium, obtenu par agrafage en spirale d'un feuillard ondulé, est conçu pour les systèmes de ventilation. Ce conduit est incombustible, avec un classement feu A1, assurant une sécurité optimale. Livré compressé en vrac ou sous film plastique avec une languette de suspension, il a une longueur de 3 mètre et un diamètre de 125 mm.",Joncoux,Flexible de ventilation - longueur 3M - diamètre 125 mm - EMB - Joncoux,50.96,jon-641125,N/A,https://www.centrale-brico.com/joncoux-flexible-de-ventilation-longueur-3m-diametre-125-mm-emb-b8539400
3551760934038,Distribution d'air chaud - caisson,B8541000,"La réduction conique 150/125 mm fait partie de la gamme DAC, spécialement conçue pour la distribution d'air chaud, la climatisation, et les systèmes de ventilation mécanique contrôlée (VMC). Ce raccord permet un emboîtement mâle et est idéal pour le raccordement sur des conduits flexibles de diamètre 100 mm, garantissant une connexion fiable et efficace.",Joncoux,Réduction conique 150/125 mm pour raccordement sur conduits flexibles - Joncoux,24.35,jon-93403,N/A,https://www.centrale-brico.com/joncoux-reduction-conique-150125-mm-pour-raccordement-sur-conduits-flexibles-b8541000
3551768096141,Sortie de toit,B8518000,"Chapeau aspirateur anti-volatile pour tubage flexible Apollo Pellets. Ce chapeau est conçu pour améliorer l'évacuation des fumées tout en offrant une protection contre la pluie et les nuisibles, grâce à son effet venturi.",Joncoux,Chapeau aspirateur antipluie & anti-volatile - Pour tubage flexible - Ø100MM - modèle Apollo - pour pellets - Joncoux,99.23,jon-809614,N/A,https://www.centrale-brico.com/joncoux-chapeau-aspirateur-antipluie-anti-volatile-pour-tubage-flexible-100mm-modele-apollo-pour-pellets-b8518000
4250340913478,Poêle à granulés,B8557200,"• Finition taupe moderne et discrète, idéale pour tous types d’intérieurs",Justus,"Poêle à granulés hydro Sirkos Aqua 2.0 Taupe - 2,8-9,2 kW / 7 kW pour eau - Justus",4839.0,jus-7973 45,N/A,https://www.centrale-brico.com/justus-poele-a-granules-hydro-sirkos-aqua-20-taupe-28-92-kw-7-kw-pour-eau-b8557200
4250340907798,Poêle à bois,B8550000,,Justus,Poêle à bois Austin 5 Acier Noir - Pierre Ollaire 5 kW - Justus,2409.0,jus-4855 23,N/A,https://www.centrale-brico.com/justus-poele-a-bois-austin-5-acier-noir-pierre-ollaire-5-kw-b8550000
4250340907729,Poêle à bois,B8549900,,Justus,Poêle à bois Austin 5 Acier Noir 5 kW - Justus,1869.0,jus-4855 11,N/A,https://www.centrale-brico.com/justus-poele-a-bois-austin-5-acier-noir-5-kw-b8549900
4250340911801,Poêle à bois,B8549800,,Justus,Poêle à bois Meva Acier Noir - Dessus Céramique Rouge - Porte Fonte 5.5kW - Justus,3259.0,jus-4827 37,N/A,https://www.centrale-brico.com/justus-poele-a-bois-meva-acier-noir-dessus-ceramique-rouge-porte-fonte-55kw-b8549800
4250340911818,Poêle à bois,B8549700,,Justus,Poêle à bois Meva Acier Noir - Dessus Céramique Blanc - Porte Fonte 5.5kW - Justus,3259.0,jus-4827 87,N/A,https://www.centrale-brico.com/justus-poele-a-bois-meva-acier-noir-dessus-ceramique-blanc-porte-fonte-55kw-b8549700
4250340911795,Poêle à bois,B8549600,,Justus,Poêle à bois Meva Acier Noir - Dessus Céramique Grappa - Porte Fonte 5.5kW - Justus,3259.0,jus-4827 32,N/A,https://www.centrale-brico.com/justus-poele-a-bois-meva-acier-noir-dessus-ceramique-grappa-porte-fonte-55kw-b8549600
4250340911788,Poêle à bois,B8549500,,Justus,Poêle à bois Meva Acier Noir - Dessus Pierre Sable - Porte Fonte 5.5kW - Justus,3119.0,jus-4827 42,N/A,https://www.centrale-brico.com/justus-poele-a-bois-meva-acier-noir-dessus-pierre-sable-porte-fonte-55kw-b8549500
4250340911771,Poêle à bois,B8549400,,Justus,Poêle à bois Meva Acier Noir - Dessus Pierre Ollaire - Porte Fonte 5.5kW - Justus,3119.0,jus-4827 22,N/A,https://www.centrale-brico.com/justus-poele-a-bois-meva-acier-noir-dessus-pierre-ollaire-porte-fonte-55kw-b8549400
8421272041027,Distribution d'air - Grille d'aération,B6502600,Empêche le passage des insectes,Centrale Brico,Grille d'aération abs naturel Diam.18.2 cm - Centrale Brico,10.21,CEB-8421272041027,N/A,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-abs-naturel-diam182-cm-b6502600
3701071981393,Distribution d'air - Grille d'aération,B7311800,,STRULIK,Gaine flexible aluminium compacte STRULIK 1.5M Diam 125mm - STRULIK,10.0,STR-5601099,23.08,https://www.centrale-brico.com/strulik-gaine-flexible-aluminium-compacte-strulik-15m-diam-125mm-b7311800
8421272040396,Distribution d'air - Grille d'aération,B6510800,Empêche le passage des insectes,Centrale Brico,Grille d'aération aluminium naturel Diam.11 cm - Centrale Brico,12.49,CEB-8421272040396,0.08,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-aluminium-naturel-diam11-cm-b6510800
8421272040426,Distribution d'air - Grille d'aération,B6507900,Empêche le passage des insectes,Centrale Brico,Grille d'aération aluminium laqué Diam.15 cm - Centrale Brico,16.12,CEB-8421272040426,16.91,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-aluminium-laque-diam15-cm-b6507900
3551766000324,Raccordement - Accessoires,B8526300,"Joint pour conduit en émail de diamètre 80 mm, conçu pour assurer une étanchéité optimale dans les systèmes de poêles à granulés ou cheminées. Fabriqué à partir de matériaux résistants à la chaleur, ce joint est indispensable pour garantir la sécurité et la performance de votre installation de chauffage.",Joncoux,Join pour email - Ø80 - pour pellets - Joncoux,12.55,jon-600032,N/A,https://www.centrale-brico.com/joncoux-join-pour-email-80-pour-pellets-b8526300
8436597490085,Climatiseur mobile,B8459400,"Le climatiseur AG32-UV, référence CAE749008, est un appareil puissant et moderne, idéal pour rafraîchir des pièces de grande taille tout en offrant des fonctionnalités supplémentaires pour un confort accru. Voici ses principales caractéristiques :",AirGreen,Climatiseur mobile AG32-UV - 3100W - 10600BTU - Lampe UVC - Blanc - AirGreen,513.28,PRE-CAE749008,N/A,https://www.centrale-brico.com/airgreen-climatiseur-mobile-ag32-uv-3100w-10600btu-lampe-uvc-blanc-b8459400
0650414238089,Climatiseur mobile,B8459500,"Ce climatiseur S35PLUS est idéal pour ceux qui cherchent à refroidir efficacement des espaces de grande taille, offrant un bon équilibre entre puissance, praticité et faible niveau sonore.",Predator,Climatiseur mobile S35 PLUS - 2900W - 9950BTU - kit fenêtre inclus - Noir - Predator,539.01,PRE-CAE423808,N/A,https://www.centrale-brico.com/predator-climatiseur-mobile-s35-plus-2900w-9950btu-kit-fenetre-inclus-noir-b8459500
4250340909433,Poêle à bois,B8553000,• Design élégant avec un dessus en verre pour un style moderne,Justus,"Cheminée Faro W+ 2.0 Acier Noir - Plaque de Recouvrement Verre - 7,0 kW - Justus",4789.0,jus-5693 30,N/A,https://www.centrale-brico.com/justus-cheminee-faro-w-20-acier-noir-plaque-de-recouvrement-verre-70-kw-b8553000
4250340909426,Poêle à bois,B8552900,• Design épuré avec un dessus en acier noir assorti,Justus,"Cheminée Faro W+ 2.0 Acier Noir - Plaque de Recouvrement Acier Noir - 7,0 kW - Justus",3859.0,jus-5693 10,N/A,https://www.centrale-brico.com/justus-cheminee-faro-w-20-acier-noir-plaque-de-recouvrement-acier-noir-70-kw-b8552900
4250340909877,Poêle à bois,B8552800,• Design moderne avec un dessus en verre,Justus,"Cheminée Faro Top 2.0 Acier Noir - Plaque de Recouvrement Verre - 6,0 kW - Justus",2989.0,jus-5686 51,N/A,https://www.centrale-brico.com/justus-cheminee-faro-top-20-acier-noir-plaque-de-recouvrement-verre-60-kw-b8552800
4250340909495,Poêle à bois,B8552700,• Design compact avec un dessus en acier noir,Justus,"Cheminée Faro Top 2.0 Acier Noir - Plaque de Recouvrement Acier Noir - 6,0 kW - Justus",2819.0,jus-5686 50,N/A,https://www.centrale-brico.com/justus-cheminee-faro-top-20-acier-noir-plaque-de-recouvrement-acier-noir-60-kw-b8552700
4250340909549,Poêle à bois,B8552600,• Design compact avec un dessus en pierre cream,Justus,"Cheminée Faro 2.0 Acier Noir - Plaque de Recouvrement Calcaire Crème - 6,0 kW - Justus",2539.0,jus-5686 87,N/A,https://www.centrale-brico.com/justus-cheminee-faro-20-acier-noir-plaque-de-recouvrement-calcaire-creme-60-kw-b8552600
4250340909532,Poêle à bois,B8552500,• Design contemporain avec porte en fonte solide,Justus,"Cheminée Faro 2.0 Acier Noir - Plaque de Recouvrement Grès - 6,0 kW - Justus",2509.0,jus-5686 42,N/A,https://www.centrale-brico.com/justus-cheminee-faro-20-acier-noir-plaque-de-recouvrement-gres-60-kw-b8552500
4250340909525,Poêle à bois,B8552400,• Structure en acier noir avec dessus en pierre ollaire pour une meilleure rétention de chaleur,Justus,"Cheminée Faro 2.0 Acier Noir - Plaque de Recouvrement Pierre Ollaire - 6,0 kW - Justus",2509.0,jus-5686 11,N/A,https://www.centrale-brico.com/justus-cheminee-faro-20-acier-noir-plaque-de-recouvrement-pierre-ollaire-60-kw-b8552400
8421272040648,Distribution d'air - Grille d'aération,B6504200,Réglable,Centrale Brico,"Grille d'aération abs naturel, L.14.6 x l.17.5 cm - Centrale Brico",10.05,CEB-8421272040648,16.25,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-abs-naturel-l146-x-l175-cm-b6504200
8421272040822,Distribution d'air - Grille d'aération,B6503900,Empêche le passage des insectes,Centrale Brico,"Grille d'aération abs naturel, L.14 x l.14 cm - Centrale Brico",8.38,CEB-8421272040822,N/A,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-abs-naturel-l14-x-l14-cm-b6503900
8421272046565,Distribution d'air - Grille d'aération,B6503800,Anti-pluie,Centrale Brico,"Grille d'aération abs naturel, L.13.8 x l.13.8 cm - Centrale Brico",11.98,CEB-8421272046565,N/A,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-abs-naturel-l138-x-l138-cm-b6503800
8421272046558,Distribution d'air - Grille d'aération,B6503200,Anti-pluie,Centrale Brico,"Grille d'aération abs naturel, L.12.5 x l.12.5 cm - Centrale Brico",11.66,CEB-8421272046558,N/A,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-abs-naturel-l125-x-l125-cm-b6503200
3551760312058,Raccordement - Accessoires,B8529300,"Améliorez la qualité et la sécurité de votre système de chauffage avec notre tuyau en inox 304, d'une longueur de 500 mm et d'un diamètre de 150 mm, conçu pour une durabilité exceptionnelle. Ce tuyau de raccordement est l'accessoire idéal pour les installations de chauffage exigeant une fiabilité à toute épreuve.",Joncoux,"Tuyau de raccordement - Longueur 0,5M - modèle TYRAL - inox 304 - Ø150mm - Joncoux",23.84,jon-031205,N/A,https://www.centrale-brico.com/joncoux-tuyau-de-raccordement-longueur-05m-modele-tyral-inox-304-150mm-b8529300
3551760310054,Raccordement - Accessoires,B8529200,"Révolutionnez votre système de chauffage avec notre tuyau en inox 304 de 150 mm de diamètre et 1 mètre de longueur, alliant durabilité et performance pour une efficacité optimale. Ce tuyau de raccordement, modèle TYRAL, est spécialement conçu pour répondre aux exigences des systèmes de chauffage modernes, y compris les poêles et cheminées.",Joncoux,Tuyau de raccordement - Longueur 1M - modèle TYRAL - inox 304 - Ø150mm - Joncoux,41.2,jon-031005,N/A,https://www.centrale-brico.com/joncoux-tuyau-de-raccordement-longueur-1m-modele-tyral-inox-304-150mm-b8529200
3551764101139,Raccordement - Accessoires,B8529100,"Le collier ou bride de sécurité pour raccordement en simple paroi, en inox 304, est conçu pour garantir la stabilité et la sécurité de vos installations de conduits. Avec un diamètre de 139 mm, ce collier de sécurité est une pièce d'origine Isotip Joncoux, répondant aux normes CE 0071 et à l'Avis Technique DTA n°14/16-2221. Idéal pour les systèmes de tubage en inox, il assure une fixation solide et durable.",Joncoux,Collier/Bride de sécurité pour raccordement de simple paroi - inox 304 - diamètre 139 mm - Joncoux,22.22,jon-410113,N/A,https://www.centrale-brico.com/joncoux-collierbride-de-securite-pour-raccordement-de-simple-paroi-inox-304-diametre-139-mm-b8529100
8436572631250,Poêle à bois,B8567200,"Le poêle à bois HIDRO ODESA est la solution idéale pour chauffer de très grands espaces, alliant puissance exceptionnelle et efficacité énergétique.",Eider Biomasa,"Poêle à bois - modèle HIDRO ODESA 24 - 27,53 kW - jusqu'à 620 m³ - Classe énergétique A - Eider Biomasa",1259.99,ESL-234002,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-hidro-odesa-24-2753-kw-jusqu-a-620-m-classe-energetique-a-b8567200
5600863307497,Poêle à bois,B8567100,"Le poêle Hogar Fonte Hidro, conçu en fonte, allie puissance et efficacité pour chauffer de très grands espaces tout en offrant une robustesse et une durabilité incomparables.",Eider Biomasa,"Poêle à bois - 16,2 kW - modèle HOGAR FUNDICION HIDRO - 21,18 kW - jusqu'à 365 m³ - H.53 x l.69 x P.53 cm - Classe énergétique A - Eider Biomasa",2259.98,ESL-632001,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-162-kw-modele-hogar-fundicion-hidro-2118-kw-jusqu-a-365-m-h53-x-l69-x-p53-cm-classe-energetique-a-b8567100
8436572630086,Poêle à bois,B8567000,"Le poêle Hogar 90 2 faces, entièrement fabriqué en fonte, offre une vision panoramique de la flamme et une puissance exceptionnelle pour chauffer de grands espaces avec élégance.",Eider Biomasa,"Poêle à bois - 12,7 kW - modèle HOGAR IRON 90 2 FACE - jusqu'à 337 m³ - H.67 x l.90 x P.43 cm - Classe énergétique A - Eider Biomasa",1099.0,ESL-233003,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-127-kw-modele-hogar-iron-90-2-face-jusqu-a-337-m-h67-x-l90-x-p43-cm-classe-energetique-a-b8567000
8436572630611,Poêle à bois,B8566900,"L’insert Inuk Iron 70 ventilée est conçu pour offrir une chaleur agréable et une ventilation efficace, tout en garantissant une robustesse grâce à sa fabrication en fonte complète.",Eider Biomasa,Poêle à bois - modèle NUK 70 VENT - 6 kW - jusqu'à 135 m³ - H.52 x l.45 x P.69 cm - Classe énergétique A - Eider Biomasa,829.99,ESL-252001,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-nuk-70-vent-6-kw-jusqu-a-135-m-h52-x-l45-x-p69-cm-classe-energetique-a-b8566900
8436572630994,Poêle à bois,B8566800,"L’INSERT AURORA ECO FONTE 70 VENTILÉE combine performance énergétique et robustesse grâce à sa conception en fonte complète, tout en offrant une ventilation intégrée pour une diffusion optimale de la chaleur.",Eider Biomasa,"Poêle à bois - modèle AURORA 70 VENT - 10,4 kW - jusqu'à 225 m³ - H.65 x l.43 x P.70 cm - Classe énergétique A - Eider Biomasa",1000.0,ESL-233006,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-aurora-70-vent-104-kw-jusqu-a-225-m-h65-x-l43-x-p70-cm-classe-energetique-a-b8566800
8606020942812,Poêle à bois,B8566700,"Offrez à votre cuisine un style intemporel avec la CUISINE IRON CLASSIC, un poêle alliant chauffage performant et fonctionnalités culinaires, conçu en acier avec des pièces en fonte pour une robustesse accrue.",Eider Biomasa,"Poêle à bois - modèle COCINA IRON CLASS - 8,31 kW - jusqu'à 187 m³ - H.89 x l.85 x P.61 cm - Classe énergétique A+ - Eider Biomasa",1589.99,ESL-487001,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-cocina-iron-class-831-kw-jusqu-a-187-m-h89-x-l85-x-p61-cm-classe-energetique-a-b8566700
8436572631076,Poêle à bois,B8566600,"Le poêle à bois CUELLAR, entièrement conçu en fonte, offre une chaleur puissante et durable, idéal pour les grands espaces tout en garantissant une robustesse à toute épreuve.",Eider Biomasa,"Poêle à bois - modèle CUELLAR HORNO VIS - 13,78 kW - jusqu'à 277 m³ - H.100 x L.44 x P.55 cm - Classe énergétique A - Eider Biomasa",1459.99,ESL-249004,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-cuellar-horno-vis-1378-kw-jusqu-a-277-m-h100-x-l44-x-p55-cm-classe-energetique-a-b8566600
3292194340407,Distribution d'air - Grille d'aération,B7776700,Grille double sur pieds,SOMAGIC,Grille double sur pieds en acier chromé 40 x 40 cm - SOMAGIC,23.51,CEB-75278896,21.5,https://www.centrale-brico.com/somagic-grille-double-sur-pieds-en-acier-chrome-40-x-40-cm-b7776700
8421272041447,Distribution d'air - Grille d'aération,B7330300,,FEPRE,Grille Aeration Tube 10/13Cm Volet Abs Blanc - FEPRE,12.49,FEP-5620613,N/A,https://www.centrale-brico.com/fepre-grille-aeration-tube-1013cm-volet-abs-blanc-b7330300
8421272028837,Distribution d'air - Grille d'aération,B6511600,GRILLE A VOLETS. SORTIE RONDE. ENCASTRER A TUBE. Ø12 cm,Centrale Brico,"Grille d'aération pour VMC blanc, diam. 125 - Centrale Brico",6.59,CEB-28837,49.31,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-pour-vmc-blanc-diam-125-b6511600
8421272040921,Distribution d'air - Grille d'aération,B6511400,Empêche le passage des insectes,Centrale Brico,Lot de 4 grilles d'aération abs naturel Diam.6.4 cm - Centrale Brico,8.54,CEB-8421272040921,34.31,https://www.centrale-brico.com/centrale-brico-lot-de-4-grilles-d-aeration-abs-naturel-diam64-cm-b6511400
8421272028684,Distribution d'air - Grille d'aération,B6511200,Grand format. Empêche le passage des insectes,Centrale Brico,"Grille d'aération aluminium naturel, L.40 x l.50 cm - Centrale Brico",40.12,CEB-8421272028684,N/A,https://www.centrale-brico.com/centrale-brico-grille-d-aeration-aluminium-naturel-l40-x-l50-cm-b6511200
3551760152081,Raccordement - Accessoires,B8532300,"La virole en aluminium, d'un diamètre de 83 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",Joncoux,Virole en aluminium pour raccordement au mur - Longueur 15 cm - diamètre 83 mm - Joncoux,16.48,jon-15208,N/A,https://www.centrale-brico.com/joncoux-virole-en-aluminium-pour-raccordement-au-mur-longueur-15-cm-diametre-83-mm-b8532300
3551766440830,Raccordement - Accessoires,B8532200,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètres, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",Joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modèle FLEXOR GAZ - diamètre 83/89 mm - livré avec raccord - Joncoux",50.17,jon-644083,N/A,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-8389-mm-livre-avec-raccord-b8532200
3551760441154,Raccordement - Accessoires,B8532100,"Optez pour la fiabilité avec notre tampon JONCOUX Ø153 mm, fabriqué en France, pour un raccordement sûr et durable. Ce tampon avec bride support orientable est conçu pour garantir une connexion sécurisée et performante dans vos installations de chauffage POLYFEU.",Joncoux,Tampon de diamètre 153mm - bride support orientable pour raccordement - modèle POLYFEU - Joncoux,15.26,jon-44115,N/A,https://www.centrale-brico.com/joncoux-tampon-de-diametre-153mm-bride-support-orientable-pour-raccordement-modele-polyfeu-b8532100
8436572631175,Poêle à bois,B8572400,"Découvrez le poêle à bois Pisano ventilée, une solution performante et moderne pour chauffer efficacement votre intérieur.",Eider Biomasa,"Poêle à bois - 6,8 kW - modèle Pisano Ventilée - jusqu'à 152 m³ - H.83 x l.56 x P.50 cm - Classe énergétique A - Eider Biomasa",829.99,ESL211022,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-68-kw-modele-pisano-ventilee-jusqu-a-152-m-h83-x-l56-x-p50-cm-classe-energetique-a-b8572400
8436572631113,Poêle à bois,B8572300,"Découvrez le poêle à bois Ronde, un modèle compact et performant, idéal pour chauffer votre intérieur avec élégance.",Eider Biomasa,"Poêle à bois - modèle Ronde - 6,3 kW - jusqu'à 140 m³ - H.102 x l.49 x P.56 cm - Classe énergétique A - Eider Biomasa",930.0,ESL211018,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-ronde-63-kw-jusqu-a-140-m-h102-x-l49-x-p56-cm-classe-energetique-a-b8572300
8436572631120,Poêle à bois,B8572200,"Découvrez le poêle à bois ÉLIDE VENTILÉE, une solution performante et élégante pour chauffer votre intérieur avec efficacité.",Eider Biomasa,"Poêle à bois - modèle Elide Ventilée - 6,3 kW - jusqu'à 140 m³ - H.102 x l.56 x P.49 cm - Classe énergétique A - Eider Biomasa",989.0,ESL211019,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-elide-ventilee-63-kw-jusqu-a-140-m-h102-x-l56-x-p49-cm-classe-energetique-a-b8572200
8436572631182,Poêle à bois,B8566300,"Découvrez le poêle à granulés RÚSTICA EXTERIEURS de la marque Eider Biomasa, alliant performance et robustesse pour un confort thermique optimal.",Eider Biomasa,"Poêle à bois - modèle Rustica Exteriores - 8,53 kW - jusqu'à 190 m³ - H.68 x l.52 x P.41 cm - Classe énergétique A - Eider Biomasa",280.0,ESL-481002,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-rustica-exteriores-853-kw-jusqu-a-190-m-h68-x-l52-x-p41-cm-classe-energetique-a-b8566300
8436572637382,Poêle à bois,B8566200,"Profitez d’une chaleur intense et homogène avec le poêle à bois CAPRI, conçu pour chauffer de grands espaces tout en apportant une touche de modernité à votre intérieur.",Eider Biomasa,"Poêle à bois - 13,2 kW - modèle CAPRI - jusqu'à 297 m³ - H.89 x l.68 x P.44 cm - Classe énergétique A - Eider Biomasa",779.99,ESL-246002,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-132-kw-modele-capri-jusqu-a-297-m-h89-x-l68-x-p44-cm-classe-energetique-a-b8566200
8436572637108,Poêle à bois,B8566100,"Optimisez votre espace et profitez d’un chauffage puissant avec l’insert Aston, conçu pour allier performance énergétique et élégance dans votre intérieur.",Eider Biomasa,"Poêle à bois - 10,2 kW - modèle INSERT ASTON - jusqu'à 225 m³ - H.97 x l.73,5 x P.50 cm - Classe énergétique A - Eider Biomasa",899.99,ESL-619007,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-102-kw-modele-insert-aston-jusqu-a-225-m-h97-x-l735-x-p50-cm-classe-energetique-a-b8566100
8436572637092,Poêle à bois,B8566000,"Le poêle à bois ASTON avec four combine chauffage performant et fonctionnalité pratique, idéal pour chauffer votre maison tout en cuisinant vos plats préférés.",Eider Biomasa,"Poêle à bois - modèle ASTON - 10,2 kW -  jusqu’à 225 m³ - H.97 x l.63 x P.50 cm - Classe énegétique A - Eider Biomasa",850.0,ESL-619006,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-aston-102-kw-jusqua-225-m-h97-x-l63-x-p50-cm-classe-enegetique-a-b8566000
8436572637085,Poêle à bois,B8565900,"Le poêle à bois Lux est conçu pour offrir une performance exceptionnelle et une capacité de chauffage optimale, tout en apportant une touche d’élégance à votre intérieur.",Eider Biomasa,"Poêle à bois - modèle LUX - 9,7 kW - jusqu'à 210 m³ - H.104,3 x l.50 x P.46,4 cm - Classe énergétique A - Eider Biomasa",719.99,ESL-211027,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-lux-97-kw-jusqu-a-210-m-h1043-x-l50-x-p464-cm-classe-energetique-a-b8565900
8436572637115,Poêle à bois,B8565800,"Le poêle à bois Quartz allie puissance et efficacité pour offrir un chauffage performant, idéal pour les grands espaces tout en restant élégant et fonctionnel.",Eider Biomasa,"Poêle à bois - modèle QUARTZ - 9,7 kW - juqsu'à 210 m³ - H.89 x l.47 x P.52 cm - Classe énergétique A - Eider Biomasa",629.99,ESL-211024,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-quartz-97-kw-juqsu-a-210-m-h89-x-l47-x-p52-cm-classe-energetique-a-b8565800
8436572637054,Poêle à bois,B8565700,"Le poêle à bois FORTE combine design robuste et performance, avec une façade et un dessus en fonte pour une meilleure rétention de chaleur et une esthétique intemporelle.",Eider Biomasa,"Poêle à bois - modèle FORTE - 5,4 kW - jusqu'à 120 m³ - H.87 x l.41 x P.49 cm - Classe énergétique A - Eider Biomasa",599.99,ESL-211023,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-forte-54-kw-jusqu-a-120-m-h87-x-l41-x-p49-cm-classe-energetique-a-b8565700
8436572637177,Poêle à bois,B8565600,"Compact et performant, le poêle à bois MAXI CALOR offre une solution de chauffage efficace et économique, idéal pour les espaces de taille moyenne.",Eider Biomasa,"Poêle à bois - modèle Maxi Calor - 5,4 kW - jusqu'à 120 m³ - H.79 x l.41 x P.39 cm - Classe énergétique A - Eider Biomasa",469.99,ESL-211025,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-maxi-calor-54-kw-jusqu-a-120-m-h79-x-l41-x-p39-cm-classe-energetique-a-b8565600
8436572638181,Poêle à bois,B8565500,"Apportez chaleur et élégance à votre intérieur avec le poêle à bois Royce, conçu en fonte pour une durabilité et une performance exceptionnelles.",Eider Biomasa,"Poêle à bois - modèle Royce - 9,2 kW - jusqu'à 205 m³ - H.97 x l.48 x P.49 cm - Classe énergétique A - Eider Biomasa",700.0,ESL-141003,N/A,https://www.centrale-brico.com/eider-biomasa-poele-a-bois-modele-royce-92-kw-jusqu-a-205-m-h97-x-l48-x-p49-cm-classe-energetique-a-b8565500
3551760430158,Raccordement - Accessoires,B8532000,"Le Té 90° avec piquage femelle, conçu pour le raccordement à l'arrière de l'appareil, fait partie de la série POLYFEU de JONCOUX. Ce raccord en aluminium, d'un diamètre de 153 mm, offre une connexion fiable et durable pour les installations de chauffage au gaz. Sa finition aluminiée et sa conformité à la norme CE 0071 garantissent une installation sécurisée et performante.",Joncoux,Coude en T de 90° d'angle pour raccordement femelle - modèle POLYFEU - Diamètre 153 mm - Joncoux,35.05,jon-43015,N/A,https://www.centrale-brico.com/joncoux-coude-en-t-de-90-d-angle-pour-raccordement-femelle-modele-polyfeu-diametre-153-mm-b8532000
