,EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit,prix_initial
82,4006825581621,Accessoires compresseur,B7274100,"Accessoires pour compresseur Grommet, 9mm dia",einhell,Embout pour tuyau de compresseur O 9 mm - EINHELL,15.51,EIN-4139661,2.76,https://www.centrale-brico.com/einhell-embout-pour-tuyau-de-compresseur-9-mm-b7274100,15.950226244343892
83,400682541169,Accessoires compresseur,B7274000,Accessoires pour compresseur Stecktülle; d6mm,einhell,Embout pour tuyau de compresseur O 6 mm - EINHELL,13.98,EIN-4139660,12.35,https://www.centrale-brico.com/einhell-embout-pour-tuyau-de-compresseur-6-mm-b7274000,15.949800342270393
84,4006825649819,Accessoires compresseur,B7273400,Accessoires pour compresseur Blow Out Gun Set,einhell,"Ensemble de pistolet de soufflage pour compresseur 0,06 kg - EINHELL",21.22,EIN-4132759,3.33,https://www.centrale-brico.com/einhell-ensemble-de-pistolet-de-soufflage-pour-compresseur-006-kg-b7273400,21.950967208027308
85,4007430329882,Accessoires compresseur,B6831300,"Ensemble composé d'une soufflette, d'un pistolet de gonflage des pneus, d'un pistolet à peinture avec godet et d'un flexible",metabo,Sets d'outils a air comprime LPZ 4 Set - Metabo,83.42,MET-601585010,36.6,https://www.centrale-brico.com/metabo-sets-d-outils-a-air-comprime-lpz-4-set-b6831300,131.57728706624607
86,4007430329868,Accessoires compresseur,B6830900,"Carter ergonomique, léger, à isolation thermique, résistant aux chocs",metabo,Soufflettes a air comprime BP 200 - rallonge 200mm - Consommation d'air 130 - 350 l/min - Metabo,40.24,MET-601581010,19.5,https://www.centrale-brico.com/metabo-soufflettes-a-air-comprime-bp-200-rallonge-200mm-consommation-d-air-130-350-lmin-b6830900,49.98757763975155
87,4007430329844,Accessoires compresseur,B6830700,Carter léger et robuste en fonte d'aluminium moulée sous pression,metabo,Soufflettes a air comprime BP 10 - 10mm - Consommation d'air 100 - 200 l/min - Metabo,28.44,MET-601579010,22.76,https://www.centrale-brico.com/metabo-soufflettes-a-air-comprime-bp-10-10mm-consommation-d-air-100-200-lmin-b6830700,36.82030036250647
88,400743024103,Accessoires compresseur,B6830500,Pour le contrôle et le gonflage des pneus,metabo,Pistolets de gonflage des pneus avec manometre a air comprime RF 80 D - Metabo,166.38,MET-602236000,30.27,https://www.centrale-brico.com/metabo-pistolets-de-gonflage-des-pneus-avec-manometre-a-air-comprime-rf-80-d-b6830500,238.60605191452746
89,4007430241023,Accessoires compresseur,B6830400,Pour le contrôle et le gonflage des pneus,metabo,Pistolets de gonflage des pneus avec manometre a air comprime RF 80 G - Metabo,122.65,MET-602235000,38.67,https://www.centrale-brico.com/metabo-pistolets-de-gonflage-des-pneus-avec-manometre-a-air-comprime-rf-80-g-b6830400,199.9836947660199
90,8020119069844,Accessoires compresseur,B6669700,,michelin,Raccord rapide cannele MICHELIN - MICHELIN,12.72,MIC-1126001510,9.14,https://www.centrale-brico.com/michelin-raccord-rapide-cannele-michelin-b6669700,13.999559762271627
91,8020119070161,Accessoires compresseur,B6669200,,michelin,Lubrificateur d'air MICHELIN - MICHELIN,31.46,MIC-8020119070161,15.66,https://www.centrale-brico.com/michelin-lubrificateur-d-air-michelin-b6669200,37.30139909888546
92,3373270007916,Accessoires compresseur,B6147500,PVC renforcé,prodif,Tuyau d'air diam. 8 x 13 mm PRODIF - PRODIF,24.24,PRO-8910V,18.66,https://www.centrale-brico.com/prodif-tuyau-d-air-diam-8-x-13-mm-prodif-b6147500,29.800835997049422
93,3660058232081,Accessoires compresseur,B4144400,"3 Embouts en acier traité avec protection anti-corrosion et anti-abrasion, constance des dimensions et des tolérances, prétéflonnage des filetages mâles.",prevost,Raccord rapide male - cannele pour tuyau O 8 mm (3p) - PREVOST,25.49,D-6840061,5.84,https://www.centrale-brico.com/prevost-raccord-rapide-male-cannele-pour-tuyau-8-mm-3p-b4144400,27.070943075615975
94,366005822244,Accessoires compresseur,B4144100,"Forme ergonomique et compacte, débit optimisé, perte de charge maitrisée, étanchéité du raccord assurée par joint plat. Corps en acier traité et matériau composite aux caractéristiques mécaniques renforcées. Résiste à l'abrasion, aux chocs, à l'écrasement, aux vibrations et à la corrosion. Diamètre du passage d'air : 6 mm. Pression nominale : 12 bar. Débit d'air sous 6 bar : 833 L/mn.",prevost,Raccord rapide femelle - cannele pour tuyau O 10 mm - PREVOST,42.26,D-6840045,8.43,https://www.centrale-brico.com/prevost-raccord-rapide-femelle-cannele-pour-tuyau-10-mm-b4144100,46.15048596701977
95,3660058222433,Accessoires compresseur,B4144000,"Forme ergonomique et compacte, débit optimisé, perte de charge maitrisée, étanchéité du raccord assurée par joint plat. Corps en acier traité et matériau composite aux caractéristiques mécaniques renforcées. Résiste à l'abrasion, aux chocs, à l'écrasement, aux vibrations et à la corrosion. Diamètre du passage d'air : 6 mm. Pression nominale : 12 bar. Débit d'air sous 6 bar : 833 L/mn.",prevost,Raccord rapide femelle - cannele pour tuyau O 8 mm - PREVOST,42.26,D-6840040,8.43,https://www.centrale-brico.com/prevost-raccord-rapide-femelle-cannele-pour-tuyau-8-mm-b4144000,46.15048596701977
96,3660058222419,Accessoires compresseur,B4143900,"Forme ergonomique et compacte, débit optimisé, perte de charge maitrisée, étanchéité du raccord assurée par joint plat. Corps en acier traité et matériau composite aux caractéristiques mécaniques renforcées. Résiste à l'abrasion, aux chocs, à l'écrasement, aux vibrations et à la corrosion. Diamètre du passage d'air : 6 mm. Pression nominale : 12 bar. Débit d'air sous 6 bar : 833 L/mn.",prevost,Raccord rapide femelle - filetage 1/2 male - PREVOST,36.77,D-6840035,22.74,https://www.centrale-brico.com/prevost-raccord-rapide-femelle-filetage-12-male-b4143900,47.59254465441367
97,3660058222402,Accessoires compresseur,B4143800,"Forme ergonomique et compacte, débit optimisé, perte de charge maitrisée, étanchéité du raccord assurée par joint plat. Corps en acier traité et matériau composite aux caractéristiques mécaniques renforcées. Résiste à l'abrasion, aux chocs, à l'écrasement, aux vibrations et à la corrosion. Diamètre du passage d'air : 6 mm. Pression nominale : 12 bar. Débit d'air sous 6 bar : 833 L/mn.",prevost,Raccord rapide femelle - filetage 3/8 male - PREVOST,41.66,D-6840030,8.26,https://www.centrale-brico.com/prevost-raccord-rapide-femelle-filetage-38-male-b4143800,45.410943972095055
98,3660058222396,Accessoires compresseur,B4143700,"Forme ergonomique et compacte, débit optimisé, perte de charge maitrisée, étanchéité du raccord assurée par joint plat. Corps en acier traité et matériau composite aux caractéristiques mécaniques renforcées. Résiste à l'abrasion, aux chocs, à l'écrasement, aux vibrations et à la corrosion. Diamètre du passage d'air : 6 mm. Pression nominale : 12 bar. Débit d'air sous 6 bar : 833 L/mn.",prevost,Raccord rapide femelle - filetage 1/4 male - PREVOST,41.66,D-6840025,8.26,https://www.centrale-brico.com/prevost-raccord-rapide-femelle-filetage-14-male-b4143700,45.410943972095055
99,4006825560831,Accessoires compresseur,B3895700,"Raccord rapide filetage mâle R  3/8"", pour compresseurs Einhell modèles:",einhell,"Raccord rapide, filetage male R  3/8"" - EINHELL",18.01,4139208,4.96,https://www.centrale-brico.com/einhell-raccord-rapide-filetage-male-r-38-b3895700,18.949915824915827
100,4006825410334,Accessoires compresseur,B3895600,"Raccord rapide R 1/4', pour compresseurs Einhell modèles:",einhell,Raccord rapide R 1/4' - EINHELL,16.75,4139206,11.61,https://www.centrale-brico.com/einhell-raccord-rapide-r-14--b3895600,18.95010747822152
101,4006825410327,Accessoires compresseur,B3895500,"Raccord rapide R 3/8', pour compresseurs Einhell modèles:",einhell,Raccord rapide R 3/8' - EINHELL,18.01,4139205,4.96,https://www.centrale-brico.com/einhell-raccord-rapide-r-38--b3895500,18.949915824915827
102,3660058221894,Accessoires compresseur,B1674700,Conforme à la norme ISO : VG 22. Viscosité : 20 CST (centistoc) à 40°C.,prevost,Huile speciale reseau pneumatique bidon 2 L - PREVOST,44.55,6840831,18.38,https://www.centrale-brico.com/prevost-huile-speciale-reseau-pneumatique-bidon-2-l-b1674700,54.5822102425876
103,3660058137058,Accessoires compresseur,B1674500,"Soufflette ergonomique en matériau composite haute technologie, robuste, anti-rayures, isolant et anti-dérapant.",prevost,Soufflette a buse longue metallique 300 mm - PREVOST,31.84,6840502,31.29,https://www.centrale-brico.com/prevost-soufflette-a-buse-longue-metallique-300-mm-b1674500,46.33968854606316
104,3660058003582,Accessoires compresseur,B1672600,Raccord rapide mâle - cannelé pour tuyau Ø 8 mm. Dimensions : 50 mm.,prevost,Raccord rapide male - cannele pour tuyau O 8 mm - PREVOST,11.62,6840060,4.44,https://www.centrale-brico.com/prevost-raccord-rapide-male-cannele-pour-tuyau-8-mm-b1672600,12.1598995395563
105,3660058005425,Accessoires compresseur,B1672500,"Raccord rapide mâle - filetage 1/4. Dimensions : 39,5 x 13 mm.",prevost,Raccord rapide male - filetage 1/4 - PREVOST,12.29,6840055,0.0,https://www.centrale-brico.com/prevost-raccord-rapide-male-filetage-14-b1672500,12.29
106,3660058005388,Accessoires compresseur,B1672400,"Raccord rapide mâle - taraudage ¼. Dimensions : 40,5 x 15 mm.",prevost,Raccord rapide male - taraudage  1/4 - PREVOST,12.16,6840050,0.0,https://www.centrale-brico.com/prevost-raccord-rapide-male-taraudage--b1672400,12.16
107,3223430169636,Accessoires compresseur,B1663000,2 pièces,outifrance,Raccord pour air comprime - double taraudage  1/4 - OUTIFRANCE,18.28,6530807,0.0,https://www.centrale-brico.com/outifrance-raccord-pour-air-comprime-double-taraudage--b1663000,18.28
108,8011399001761,Accessoires compresseur,B1397200,Pour peindre et pulvériser tous genres de liquides.,deca,"Buse O 0,8 mm pour pistolet a peinture - DECA",13.86,62168,0.0,https://www.centrale-brico.com/deca-buse-08-mm-pour-pistolet-a-peinture-b1397200,13.86
109,3223430148938,Accessoires compresseur,B1396700,Pour peindre et pulvériser tous genres de liquides.,deca,"Buse O 0,3 mm pour pistolet a peinture - DECA",13.86,62160,0.0,https://www.centrale-brico.com/deca-buse-03-mm-pour-pistolet-a-peinture-b1396700,13.86
110,8011399001723,Accessoires compresseur,B1396400,Pour peindre et pulvériser tous genres de liquides.,deca,Rallonge flexible pour peinture plafond - DECA,16.41,62152,0.55,https://www.centrale-brico.com/deca-rallonge-flexible-pour-peinture-plafond-b1396400,16.50075414781297
111,4006825411713,Accessoires compresseur,B1370900,Raccord à connexion rapide pour tuyaux d'air comprimé.,einhell,"Raccord Y R3/8"" - EINHELL",30.66,4139680,4.07,https://www.centrale-brico.com/einhell-raccord-y-r38-b1370900,31.960804753466068
112,4006825411706,Accessoires compresseur,B1370800,Set de 5 colliers pour tuyaux d'air comprimé 8-12mm,einhell,Set de5 colliers 8-12mm - EINHELL,17.59,4139670,7.18,https://www.centrale-brico.com/einhell-set-de5-colliers-8-12mm-b1370800,18.950657185951304
113,4006825562347,Accessoires compresseur,B1370700,"Raccord  embout à filetage mâle  R 1/4""",einhell,"Raccord embout a filetage R 1/4"" - EINHELL",13.66,4139655,14.36,https://www.centrale-brico.com/einhell-raccord-embout-a-filetage-r-14-b1370700,15.95049042503503
114,4006825411683,Accessoires compresseur,B1370600,"Raccord  embout à filetage mâle  R 3/8""",einhell,"Raccord embout a filetage male R 3/8"" - EINHELL",14.56,4139650,8.72,https://www.centrale-brico.com/einhell-raccord-embout-a-filetage-male-r-38-b1370600,15.950920245398773
115,4006825411676,Accessoires compresseur,B1370400,"Raccord  embout à filetage femelle  R 1/4""",einhell,"Raccord embout a filetage R 1/4"" - EINHELL",14.49,4139640,9.15,https://www.centrale-brico.com/einhell-raccord-embout-a-filetage-r-14-b1370400,15.949367088607596
116,4006825411652,Accessoires compresseur,B1370200,"Raccord double  pour air comprimé R 1:4""",einhell,"Raccord double R 1/4 "" - EINHELL",13.95,4139620,12.54,https://www.centrale-brico.com/einhell-raccord-double-r-14--b1370200,15.950148639378
117,4006825411645,Accessoires compresseur,B1370100,"Raccord double  pour air comprimé R 3/8""",einhell,"Raccord double R 3/8"" - EINHELL",15.51,4139610,2.76,https://www.centrale-brico.com/einhell-raccord-double-r-38-b1370100,15.950226244343892
118,400682556233,Accessoires compresseur,B1369700,"Raccord réduction filetage mâle  R 1/2""  filetage femelle : R3/8""",einhell,Raccord reduction male/femelle - EINHELL,15.51,4139605,2.76,https://www.centrale-brico.com/einhell-raccord-reduction-malefemelle-b1369700,15.950226244343892
119,4006825411621,Accessoires compresseur,B1369600,"Raccord réduction filetage mâle  R3/8""  filetage femelle : R1/4""",einhell,Raccord reduction male/femelle - EINHELL,14.57,4139600,8.65,https://www.centrale-brico.com/einhell-raccord-reduction-malefemelle-b1369600,15.949644225506296
120,4006825410136,Accessoires compresseur,B1369500,Raccords pour tuyau  air diamétre 6 mm,einhell,Set de raccords tuyau 6 mm - EINHELL,23.3,4139500,6.61,https://www.centrale-brico.com/einhell-set-de-raccords-tuyau-6-mm-b1369500,24.94913802334297
121,9120058371813,Tour-Touret- Rabot,B8305800,"Griffe d´entrainement de 4 dents, contre pointe, plateau, support porte outils, outils de montage.",holzmann,Tour a bois - 250W - 230V - Holzmann,260.1,HOL-D300F_230V,12.1,https://www.centrale-brico.com/holzmann-tour-a-bois-250w-230v-b8305800,295.9044368600683
122,4006825581638,Accessoires compresseur,B1368900,Raccord rapide air comprimé,einhell,Raccord rapide 6 mm - EINHELL,17.07,4139301,9.92,https://www.centrale-brico.com/einhell-raccord-rapide-6-mm-b1368900,18.94982238010657
123,4006825410082,Accessoires compresseur,B1368700,: Longueur: 10 mètres,einhell,Tuyau haute pression  10 metres - EINHELL,28.77,4138100,3.94,https://www.centrale-brico.com/einhell-tuyau-haute-pression-10-metres-b1368700,29.95003123048095
124,4006825410075,Accessoires compresseur,B1368600,"Fitre huileur avec régulateur de pression, filetage mâle R 13/8""",einhell,Filtre huileur regulateur de pression - EINHELL,107.73,4135000,11.67,https://www.centrale-brico.com/einhell-filtre-huileur-regulateur-de-pression-b1368600,121.96309294690366
125,366005818157,Accessoires compresseur,B1180200,"Tuyau transparent PVC aux caractéristiques identiques à celui-ci-dessus, livré avec raccord et embout rapide mono impulsion.",prevost,Rallonge PVC 10 m (O 8 / 14 mm) - PREVOST,62.02,6840730,3.99,https://www.centrale-brico.com/prevost-rallonge-pvc-10-m-8-14-mm-b1180200,64.59743776689928
126,3660058026932,Accessoires compresseur,B1179500,"Tuyau souple, résistant aux torsions, aux chocs, à l'abrasion et à l'hydrolyse. Equipé de raccords en laiton nickelé avec filetage mâles prétéflonnés 1/4.",prevost,Tuyau polyurethane en spirale 4 m (O 5 / 8 mm) - PREVOST,57.04,6840600,20.42,https://www.centrale-brico.com/prevost-tuyau-polyurethane-en-spirale-4-m-5-8-mm-b1179500,71.67630057803468
127,3223430169704,Accessoires compresseur,B724800,,outifrance,Pistolet de sablage pour air comprime - OUTIFRANCE,37.63,6530865,23.49,https://www.centrale-brico.com/outifrance-pistolet-de-sablage-pour-air-comprime-b724800,49.183113318520455
128,3223430137994,Accessoires compresseur,B724700,,outifrance,Pistolet de lavage pour air comprime - OUTIFRANCE,26.27,6530860,30.19,https://www.centrale-brico.com/outifrance-pistolet-de-lavage-pour-air-comprime-b724700,37.63071193238791
129,3223430138038,Accessoires compresseur,B724100,,outifrance,Kit 5 accessoires air comprime - OUTIFRANCE,73.12,6530820,28.45,https://www.centrale-brico.com/outifrance-kit-5-accessoires-air-comprime-b724100,102.19426974143956
130,4006825663877,Accessoires compresseur,B7985600,"Accessoires pour compresseur Abrasive sand 1 kg, 0.2- 0.35mm",einhell,"Accessoires pour compresseur Abrasive sand 1 kg, 0.2- 0.35mm - EINHELL",20.81,EIN-4138311,5.19,https://www.centrale-brico.com/einhell-accessoires-pour-compresseur-abrasive-sand-1-kg-02-035mm-b7985600,21.94916148085645
131,4006825581614,Accessoires compresseur,B7274300,Accessoires pour compresseur Mini oiler R 1/5,einhell,Mini lubrificateur a brouillard d'huile R 1/4 pour air comprime - EINHELL,20.83,EIN-4135002,9.28,https://www.centrale-brico.com/einhell-mini-lubrificateur-a-brouillard-d-huile-r-14-pour-air-comprime-b7274300,22.960758377425044
132,4006825625738,Accessoires compresseur,B7273700,Accessoires pour compresseur Tire pressure gauge digital,einhell,"Jauge de pression des pneus numerique 0,277 kg - 13 bar - Longueur du tuyau 40 cm - EINHELL",35.21,EIN-4133115,7.24,https://www.centrale-brico.com/einhell-jauge-de-pression-des-pneus-numerique-0277-kg-13-bar-longueur-du-tuyau-40-cm-b7273700,37.95817162570073
133,4006825660531,Accessoires compresseur,B7273600,"Le pistolet à air original Einhell avec buse de 500 mm est un accessoire adapté à tous les compresseurs Einhell. La buse longue et étroite permet de souffler sans difficulté dans les coins difficiles d’accès et les zones étroites. La forme du pistolet assure une manipulation simple et confortable, et il se raccorde tout aussi facilement au compresseur grâce au raccord rapide. Le pistolet à air est adapté à une pression d’air comprise entre 2 et 8 bar au maximum.",einhell,Pistolet a air original avec buse Blow-out gun 500 mm - Accessoires pour compresseur - EINHELL,27.48,EIN-4132763,5.11,https://www.centrale-brico.com/einhell-pistolet-a-air-original-avec-buse-blow-out-gun-500-mm-accessoires-pour-compresseur-b7273600,28.959848245336705
